Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
308;2013;17+; Horror, Mystery, Thriller            ;121 min;5,3;117;Jose Poernomo;Shandy Aulia;Denny Sumargo;Kartika Putri;Ki Kusumo
The Doll;2016;TV-MA; Horror, Thriller            ;107 min;5,1;817;Rocky Soraya;Shandy Aulia;Denny Sumargo;Sara Wijayanto;Vitta Mariana Barrazza
Mall Klender;2014;13+; Horror, Thriller            ;98 min;6,3;73;David Purnomo;Shandy Aulia;Denny Sumargo;Tasya Kamila;Saykoji
Love is Blind;2019;TV-14; Comedy, Drama, Romance            ;86 min;6;161;Rachmania Arunita;Shandy Aulia;Dodit Mulyanto;Chae In-Woo;Gemilang Sinatrya
Hope God Loves You, Mom;2013;TV-14; Adventure, Drama, Fantasy            ;120 min;7;37;Jose Poernomo;Shandy Aulia;Fedi Nuril;Alya Rohali;Donny Damara
Cinta 2 Pilihan;2022;13+; Drama            ;75 min;;;Sridhar Jetty;Shandy Aulia;Marcel Chandrawinata;Randy Pangalila;Eva Anindhita
Rasuk;2018;17+; Drama, Horror, Mystery            ;90 min;4;128;Ubay Fox;Shandy Aulia;Miller Khan;Denira Wiraguna;Gabriella Desta
What Love Means;2005;13+; Comedy, Romance            ;134 min;5,6;68;Sunil Soraya;Shandy Aulia;Samuel Rizal;Dimas Beck;Acha Septriasa
Eiffel I'm in Love 2;2018;TV-14; Comedy, Drama, Romance            ;117 min;6,3;406;Rizal Mantovani;Shandy Aulia;Samuel Rizal;Saphira Indah;Tommy Kurniawan
Eiffel... I'm in Love;2003;TV-PG; Comedy, Drama, Romance            ;262 min;6,2;593;Nasri Cheppy;Shandy Aulia;Samuel Rizal;Vena Annisa;Yogi Finanda
Rumah Kentang;2012;13+; Horror            ;102 min;6;99;Jose Poernomo;Shandy Aulia;Tasya Kamila;Gilang Dirgahari;Ki Kusumo
Detik Terakhir;2005;13+; Drama;90 min;7;21;Nanang Istiabudi;Shanty;Cornelia Agatha;Tri Budiman;Gugun Gondrong
Anakluh;2011;13+; Drama            ;89 min;7,2;7;Edward Sirait;Shara Aryo;Masayu Clara;Rizky Hanggono;Suci Winata
Kesurupan;2008;13+; Horror, Thriller            ;99 min;4,2;36;Rizal Mantovani;Shareefa Daanish;Andhika Pratama;Nia Ramadhani;N/A
Asih;2018;17+; Horror            ;77 min;5,1;339;Awi Suryadi;Shareefa Daanish;Citra Kirana;Darius Sinathrya;Alex Abbad
Asih 2;2020;17+; Horror            ;104 min;6,1;232;Rizal Mantovani;Shareefa Daanish;Marsha Timothy;Ario Bayu;Anantya Rezky
Snakes & Ladder;2017;13+; Horror, Thriller            ;93 min;5,4;72;Arie Azis;Shareefa Daanish;Vicky Monica;Alessia Cestaro;Ahmad Affandy
Meet Me in Venice;2008;13+; Drama            ;131 min;7,5;33;Rocky Soraya;Sharon Jessica;Muhammad Fardhan;Aditya Firmansyah;Kimberly Ryder
Hijabers in Love;2014;13+; Romance            ;120 min;;;Ario Rubbik;Shawn Adrian Khulafa;Vebby Palwinta;Andania Suri;N/A
Mengakhiri Cinta dalam 3 Episode;2018;13+; Drama, Fantasy            ;53 min;;;Dion Wiyoko;Sheila Dara Aisha;Abdurrahman Arif;Nungki Kusumastuti;N/A
Teka Teki Tika;2021;TV-14; Comedy, Drama, Mystery            ;83 min;5,5;433;Ernest Prakasa;Sheila Dara Aisha;Dion Wiyoko;Morgan Oey;Ferry Salim
Eggnoid: Love & Time Portal;2019;13+; Drama, Fantasy, Romance            ;102 min;6,2;90;Naya Anindita;Sheila Dara Aisha;Morgan Oey;Luna Maya;Kevin Julio
Yang Hilang Dalam Cinta;2022;13+; Drama            ;28 min;8,5;80;Yandy Laurens;Sheila Dara Aisha;Reza Rahadian;Arawinda Kirana;Dion Wiyoko
Kereta Hantu Manggarai;2008;R; Horror            ;89 min;4,9;1,128;Nayato Fio Nuala;Sheila Marcia;Melvin Giovanie;Stefanie Hariadi;Nadila Ernesta
Pages;2021;13+; Short, Drama, Romance            ;14 min;;;Paul Agusta;Sheila Miranda Bell;Brigitta Cynthia;N/A;N/A
Semesta Mendukung;2011;13+; Drama, Family            ;101 min;7;22;John de Rantau;Sheina Abdat;Rendy Ahmad;Sayef Muhammad Billah;Febby Febiola
Trophy Buffalo;2006;SU; Short, Drama            ;19 min;;;Vanni Jamin;Sheina Abdat;Syamsui Bahri;Dodi;Yoga Fahmi
Photocopier;2021;TV-MA; Crime, Drama, Mystery            ;130 min;6,8;3,202;Wregas Bhanuteja;Shenina Cinnamon;Dea Panendra;Giulio Parengkuan;Jerome Kurnia
Sherina's Adventure;2000;TV-G; Adventure, Comedy, Drama            ;112 min;7,8;837;Riri Riza;Sherina Munaf;Derby Romero;Didi Petet;Ucy Nurul
Sherina's New Adventure;2022;TV-G; Adventure, Comedy, Drama            ;93 min;;;Riri Riza;Sherina Munaf;Derby Romero;Mathias Muchus;Ucy Nurul
The Underdogs;2017;13+; Comedy            ;99 min;7;91;Adink Liwutang;Sheryl Sheinafia;Brandon Salim;Babe Cabita;Jeff Smith
Please Be Quiet;2021;13+; Short, Drama, Thriller            ;20 min;7,3;18;William Adiguna;Sheryl Sheinafia;Verdi Solaiman;Canti Tachril;Adrian Zandri
Pulau Hantu 3;2012;13+; Horror            ;84 min;5,1;43;Jose Poernomo;Shinta Bachir;Abdurrahman Arif;Boy Hamzah;Nicky Jutras
Lihat Boleh, Pegang Jangan;2010;13+; Comedy            ;95 min;2,8;12;Findo Purwono;Shinta Bachir;Derry Drajat;Steve Emmanuel;Christy Jusung
Mama Minta Pulsa;2012;13+; Comedy, Horror            ;75 min;;;Nuri Dahlia;Shinta Bachir;Nikita Mirzani;Rizky Mocil;Farida Pasha
Terajar;2018;13+; Short, Drama            ;11 min;;;Niken Nabrita;Shintia Adiningsih;Laura Amaria;N/A;N/A
Honeymoon;2013;17+; Comedy            ;114 min;5,5;10;Findo Purwono;Shireen Sungkar;Fathir Muchtar;Nino Fernandez;Sylvia Fully
Superboy;2014;13+; Short, Action, Adventure            ;18 min;;;Febrian Andhika;Sidqiya Ade Alkhariq;Diaz Kumara;Dewi Prastiningrum;Yuli Widayati
Affair;2010;13+; Horror            ;75 min;4,2;69;Nayato Fio Nuala;Sigi Wimala;Garneta Haruni;Dimas Aditya;Monique Henry
Pendekar Cyborg;2019;13+; Short, Sci-Fi            ;19 min;;;Adit Bujbunen Al Buse;Sigit Pradityo;Adit Bujbunen Al Buse;Prasajadi Heru;Sigit Pradityo
Dendam dari Kuburan;2012;17+; Horror            ;80 min;2,4;20;Nayato Fio Nuala;Sisca Jessica;Anggie Amanda;Shinta Bachir;Bolot
Romeo Juliet;2009;13+; Drama            ;104 min;7,4;82;Andibachtiar Yusuf;Sissy Priscillia;Edo Borne;Alex Komang;Epy Kusnandar
Keajaiban Cinta;2021;13+; Drama            ;60 min;;;Cut Keke;Sitha Marino;Aliando Syarief;Nabila Zavira;N/A
Barakabut;2018;13+; Short, Fantasy, Musical            ;11 min;;;Roufy Nasution;Siti Alisa;Try Anggara;Fitri Anggraini;Josh Marcy
Ladies on Top;2018;13+; Short, Drama            ;32 min;7,8;22;Wahyu Agung Prasetyo;Siti Fauziah;Brilliana Desy D.;Angelina Punyk;Dyah Mulani
Unbaedah;2019;13+; Short, Comedy, Horror            ;15 min;;;Iqbal Ariefurrahman;Siti Fauziah;Isma Imung;Devina Aureel;Bandel Ilyas
Wening;2019;13+; Drama, Thriller            ;76 min;;;Agus Pestol;Slamet Ambari;Nungki Kusumastuti;Ruth Marini;Cantiknya Putri Respati
The Spirit of Ki Slamet Gundono;2016;13+; Documentary, Short, Biography            ;20 min;;;Syaiful Halim;Slamet Gundono;N/A;N/A;N/A
The Empire's Throne;2013;13+; Action, Drama, History            ;71 min;5,6;56;Nirattisai Kaljareuk;Slamet Rahardjo;Livi Zheng;Saifullah Yusuf;Nurul Arifin
Kain Kafan Perawan;2010;13+; Horror            ;85 min;4,3;38;Nayato Fio Nuala;Smitha Anjani;Ratu Felisha;Sarah Jane;Ardina Rasti
Akibat Pergaulan Bebas;2010;13+; Drama            ;71 min;5;38;Nayato Fio Nuala;Smitha Anjani;Uli Auliani;Leylarey Lesesne;Sabai Morscheck
Misterius;2015;13+; Horror            ;81 min;4,9;11;Muhammad Yusuf;Sofia Adios;Efritha Berliana;Muhammad Iqbal;Ayub Darjam
Malapataka;2020;13+; Short, Horror            ;10 min;7,7;150;Rizal Mantovani;Sonia Alyssa;Masayu Anastasia;Tissa Biani Azzahra;Nicho Bryant
Tetangga Masa Gitu;2017;13+; Comedy            ;27 min;;;Dwi Sasono;Sophia Latjuba;Deva Mahenra;Chelsea Islan;N/A
JK;2009;13+; Short, Biography            ;6 min;;;Hanung Bramantyo;Sopyan Dado;Lilis Ireng;Jusuf Kalla;Daksa Lintang
Semesta;2018;SU; Documentary            ;88 min;7,2;126;Chairun Nissa;Soraya Cassandra;Marselus Hasan;Agustinus Pius Inam;Almina Kacili
Tumbal Jailangkung;2011;13+; Horror            ;82 min;5,7;12;Nayato Fio Nuala;Soraya Larasati;Denny Weller;Violenzia Jeanette;Rocky Jeff
Kartu Pos Wini;2022;13+; Drama            ;90 min;;;Tarmizi Abka;Soraya Rasyid;Denira Wiraguna;Grace Kaitlin;Fajar Rezky
The Scent of Rat Carcasses;2021;13+; Short, Drama            ;9 min;;;Dharma Putra P.N.;Sri Isworowati;Dyah Prabawati;N/A;N/A
The Reclamation;2016;13+; Documentary, Short            ;39 min;;;Gary Bencheghib;Stanley Allison;Man Angga;Soundbwoy Dodix;Ida Pedanda Gunnung
Love, Love;2019;13+; Documentary, Short            ;25 min;;;Kervin Quieta;Stef Aranas;Kikie Fatma Masyandy;Lenny Sugiharto;N/A
Aku Jatuh Cinta;2022;13+; Drama, Romance            ;45 min;;;Rudi Aryanto;Stefan William;Larasati Nugroho;Laura Christina Moane;Ranty Maria
We Can Go Through All of This;2021;13+; Drama            ;;;;Immanuel Caesar Hito;Stefan William;Michelle Ziudith;N/A;N/A
Mama-Mama Milenial;2021;PG-13; Comedy            ;;;;Mikha Tambayong;Stefhani Zamora Husen;Nasya Marcella;Rania Putri Sari;N/A
Uka-Uka the Movie: Nini Tulang;2019;13+; Horror            ;92 min;5,2;20;Ubay Fox;Stefhani Zamora Husen;Yoriko Angeline;Gusti Rayhan;Debo Andryos
Horas Amang: Tiga Bulan Untuk Selamanya;2019;13+; Comedy, Drama            ;109 min;9,4;37;Irham Acho Bahtiar;Steve R.R. Wantania;Cok Simbara;Tanta Ginting;Novita Dewi
The Last Answer;2012;13+; Short, Drama, Fantasy            ;28 min;;;Radhiyan Pribadi;Steven Rio Andika;Novrina Nur Isyani;Rieza Mufid;Anggit Prakoso
Di Sini Ada Yang Mati;2013;13+; Crime, Horror, Mystery            ;68 min;;;Nayato Fio Nuala;Stuart Collin;Donita;Garneta Haruni;Tata Sivek
Living in Rob;2017;13+; Documentary, Short            ;26 min;;;Fuad Hilmi Hirnanda;Suali;Wairi;Yanti;N/A
Diponegoro 1830;2021;13+; Short, Drama            ;17 min;;;Gata Mahardika;Subiyanto;Muhammad Asyrafi;Faris Cholis;Jamaludin Latief
Cerita Tentang Cak Munir;2014;13+; Documentary            ;90 min;;;Hariwicahyo Utomo;Suciwati Munir;N/A;N/A;N/A
The Robbers;2013;13+; Action, Drama            ;134 min;6,4;39;Hanung Bramantyo;Sugeng Wahyudi;Sahrul Gunawan;Agus Kuncoro;Mathias Muchus
Satanic;2002;13+; Horror            ;87 min;4,4;45;Mardaly Sjarif;Sujiwo Tejo;Meriam Bellina;Aldo Banar;Jane Catherine
Telegram;2000;13+; Drama            ;82 min;6;49;Slamet Rahardjo;Sujiwo Tejo;Mira Ayudhia;Ayu Azhari;Desy Ratnasari
Mangkujiwo;2020;17+; Horror            ;109 min;5,1;145;Azhar Kinoi Lubis;Sujiwo Tejo;Yasamin Jasem;Asmara Abigail;Roy Marten
Maipa Deapati & Datu Museng (The Hero;2018;13+; History            ;118 min;9,8;17;Rere Art2tonic;Sukri Basto;Fildza Burhan;Hans de Kraker;Shaheer Sheikh
Love in Bombay;2002;13+; Romance            ;;;;Indrani Banerjee;Sultan Djorghi;Rina Frank T.;Narendra Jha;N/A
Ariel & Raja Langit;2005;13+; Adventure, Drama            ;112 min;;;Harry Suharyadi;Sulton Max;Ariel Tatum;Indy Barens;Sissy Priscillia
Cari hutan;2011;13+; Documentary            ;76 min;;;Florian Augustin;Sumali Agrawal;Florian Augustin;Simon Husson;Arie Rompas
Tim Pegulat: Terinspirasi dari lagu IRAMA;2021;13+; Short, Comedy            ;19 min;;;Kunto Aji;Surya Penny;Sal Priadi;Koen Hilal;Kristo Immanuel
Jakarta Hati;2012;13+; Drama            ;114 min;;;Salman Aristo;Surya Saputra;Asmirandah;Daffy Ariaga;Slamet Rahardjo
Strawberry;2003;13+; Drama;;;;Tengku Firmansyah;Surya Saputra;Rachel Maryam Sayidina;N/A;N/A
The Chanting 2;2007;13+; Horror            ;102 min;5,6;186;Rizal Mantovani;Sutan Amanullah;Bella Esperance;Julie Estelle;Ibnu Jamil
Hantu Ambulance;2008;13+; Horror            ;88 min;3,1;34;Nayato Fio Nuala;Suzzanna;William Alvin;Dimaz Andrean;Fitri Ayu
Kostum;2015;13+; Short, Drama            ;3 min;;;Tengku Iskhandar;Svetlana Dea;Tengku Iskhandar;Petir;Andrie Sasono
1000 Kilometer;2016;13+; Documentary            ;48 min;6,9;20;Ilham Nuriadi;Syafwin Bajumi;Yusuf Abdul Jamil;Raihan Ahmad Ramdhani;Veroland
Bodyguard Ugal-Ugalan;2018;13+; Comedy            ;91 min;5,5;64;Irham Acho Bahtiar;Syahrini;Tamara Blezinski;Boris Bokir;Muhadkly Acho
The Candidate;2015;13+; Documentary, Short            ;42 min;;;Doddy Fa;Syaiful Halim;Suratmi;N/A;N/A
Akhirnya;2018;13+; Short, Drama, Family            ;5 min;;;Glen Susanto;Syailendra Abadi;Syailendra Abadi;Pingkan Tumbelaka;N/A
Sin;2019;13+; Short, Drama, Romance            ;19 min;;;Muhammad Aditya Saputra;Syfa Destiana Salsabiela;Muhammad Aditya Saputra;N/A;N/A
Sandal;2016;13+; Short, Drama            ;5 min;8,5;8;Jeiji Joned;Syifa Aura Azahra;Anindya Putri;Nia Ramadhani;Julianti
Story for Geri;2021;TV-14; Drama, Romance            ;50 min;8,5;1,320;Angga Yunanda;Syifa Hadju;Jennifer Coppen;Elina Joerg;N/A
The Way I Love You;2019;13+; Drama            ;94 min;8,3;97;Rudi Aryanto;Syifa Hadju;Rizky Nazar;Tissa Biani Azzahra;Baskara Mahendra
Bittersweet Seventeen;2022;13+; Drama, Fantasy            ;22 min;8,6;208;Hanung Bramantyo;Syifa Hadju;Stefhani Zamora Husen;Wanda Hamidah;Rizky Nazar
Melu;2017;13+; Short, Horror            ;12 min;;;Bobby Zarkasih;Syifa Salsabila;Stefana Gloria;N/A;N/A
Titik Nol;2009;13+; Short            ;12 min;;;Nicholas Yudifar;Syukran Aldiansyah;Agus Nur Amal;Syukran;N/A
Jokowi;2013;13+; Biography, Drama            ;117 min;6,4;185;Azhar Kinoi Lubis;T. Rifnu Wikana;Prisia Nasution;Susilo Badar;Farisah
Night Bus;2017;17+; Crime, Thriller            ;139 min;6,9;194;Emil Heradi;T. Rifnu Wikana;Yayu A.W. Unru;Edward Akbar;Hana Prinantina
Pasukan Garuda: I Leave My Heart in Lebanon;2016;13+; Action, Drama, War            ;93 min;6,8;15;Benni Setiawan;T.B. Silalahi;Rio Dewanto;Jowy Khoury;Revalina S. Temat
Minor;2019;13+; Documentary, Short            ;39 min;;;Vena Besta Klaudina;Takziyatun Nufus;Vena Besta Klaudina;N/A;N/A
Issue;2005;13+; Thriller            ;92 min;6,2;7;Gunawan Paggaru;Tamara Blezinski;Adrian Maulana;August Melasz;N/A
Air Terjun Pengantin Phuket;2013;13+; Horror, Thriller            ;83 min;5,2;53;Rizal Mantovani;Tamara Blezinski;Darius Sinathrya;Kimberly Ryder;Udeh Nans
Air Terjun Pengantin;2009;13+; Horror            ;80 min;3,6;223;Rizal Mantovani;Tamara Blezinski;Marcel Chandrawinata;Tyas Mirasih;Kieran Sidhu
Arumi, Night Is Blue;2021;13+; Drama, Romance            ;84 min;7,6;10;Je Yatmoko;Tania Ngesta;Dian Pratama;Adam Radja;Vira Respaty
Awal & Akhir;2021;13+; Drama, Music            ;12 min;;;Roy Sungkono;Tanta Ginting;Azizah Hanum;Gilbert Pohan;N/A
Jack dan Danil;2022;13+; Drama            ;10 min;9,1;7;Surya Ardy Octaviand;Tanta Ginting;Dian Sidik;Lania Fira;Ghita Bhebhita
Royal Blood;2022;R; Drama            ;42 min;9,5;8;Eko Kristianto;Tanta Ginting;Shakira Jasmine;Banyu Bening;Maudy Koesnaedi
Promoter in Paradise;2019;13+; Short, Comedy            ;28 min;;;Joseph J.U. Taylor;Tara Adia;Natasha Gott;Sarah Mühlhause;Friska Aldilla
Impetigore;2019;17+; Horror, Mystery, Thriller            ;106 min;6,6;5,801;Joko Anwar;Tara Basro;Ario Bayu;Marissa Anita;Christine Hakim
Satan's Slaves;2017;17+; Drama, Horror, Mystery            ;107 min;6,5;9,367;Joko Anwar;Tara Basro;Bront Palarae;Dimas Aditya;Endy Arfian
A Copy of My Mind;2015;TV-MA; Drama            ;116 min;7,1;916;Joko Anwar;Tara Basro;Chicco Jerikho;Maera Panigoro;Paul Agusta
Satan's Slaves: Communion;2022;13+; Drama, Horror, Mystery            ;119 min;7,3;1,448;Joko Anwar;Tara Basro;Endy Arfian;Nasar Annuz;Bront Palarae
Another Trip to the Moon;2015;13+; Drama, Fantasy            ;80 min;6,2;66;Ismail Basbeth;Tara Basro;Ratu Anandita;Cornelio Sunny;Endang Sukeksi
Goyang Kubur Mandi Darah;2018;13+; Short, Horror            ;12 min;7,5;6;Azzam Fi Rullah;Tara Ellena;Pucil Nataart;Sigit Pradityo;Venna Violita
Galau;2014;13+; Short, Drama, Mystery            ;17 min;;;Sandeep Ray;Tariq Khalil;N/A;N/A;N/A
Berangkat!;2017;13+; Adventure, Comedy, Drama            ;94 min;7,2;23;Naya Anindita;Tarra Budiman;Ayushita;Ringgo Agus Rahman;Tanta Ginting
Taman Lawang;2013;13+; Comedy, Horror            ;83 min;;;Aditya Gumay;Tarra Budiman;Ferry Irawan;Chand Kelvin;Nikita Mirzani
Suami-Suami Masa Kini;2022;18+; Comedy, Drama            ;45 min;7,5;25;Ody C. Harahap;Tarra Budiman;Ringgo Agus Rahman;Marcell Darwin;Tanta Ginting
Nightfly;2016;13+; Documentary, Short, Drama            ;7 min;;;Terrizqo Arief Sutansyah;Tata Angelina;Endeng Hartana;N/A;N/A
Indonesia dalam Slowmotion;2015;13+; Short            ;12 min;;;Wowo Watumas Sacawikarta;Tatang Kosasih;N/A;N/A;N/A
Runaway;2014;13+; Action, Crime, Drama            ;90 min;6,8;28;Guntur Soeharjanto;Tatjana Saphira;Al Ghazali;Edward Akbar;Dewi Irawan
Negeri Van Oranje;2015;17+; Adventure, Drama, Romance            ;97 min;7,2;300;Endri Pelita;Tatjana Saphira;Chicco Jerikho;Abimana Aryasatya;Arifin Putra
Ghost Writer 2;2022;TV-14; Comedy, Drama, Horror            ;116 min;7,7;45;Muhadkly Acho;Tatjana Saphira;Deva Mahenra;Widyawati;Endy Arfian
I Am Hope;2016;13+; Drama            ;115 min;7,3;18;Adilla Dimitri;Tatjana Saphira;Fachry Albar;Ray Sahetapy;Febby Febiola
Ghost Writer;2019;TV-14; Comedy, Drama, Horror            ;97 min;6,6;445;Bene Dion Rajagukguk;Tatjana Saphira;Ge Pamungkas;Deva Mahenra;Ernest Prakasa
Sweet Twenty;2017;TV-14; Comedy, Fantasy, Music            ;110 min;7,2;413;Ody C. Harahap;Tatjana Saphira;Niniek L. Karim;Morgan Oey;Kevin Julio
Perempuan Bergaun Merah;2022;13+; Horror            ;91 min;6,6;25;William Chandra;Tatjana Saphira;Refal Hady;Stella Cornelia;Faradina Mufti
Switch;2017;13+; Drama, Fantasy, Romance            ;24 min;;;Karina Salim;Tatyana Akman;Morgan Oey;Imam Wahyudi;N/A
Cinta Sendiri;2019;13+; Short, Romance            ;12 min;;;Dimas Adjie;Tavi Ni Amida;Nashwa Hadaya;Reza Ramadhan;N/A
Heaven of children;2016;13+; Short, Drama            ;5 min;6,8;28;Amir Masoud Soheili;Teatra Abram Tabriz;Binar Mutiara Yahya;N/A;N/A
Menggapai Ikatan Cinta;2022;13+; Comedy, Drama, Romance            ;30 min;9,8;9;Yogi Yose;Tegar Satrya;Shandy William;Surya Saputra;Kiki Narendra
The Underdog;2011;13+; Short, Crime, Drama            ;27 min;9;6;Roby Eka;Tegar Widyalaksono;Tanasya Noer;Rheza Adidarma;Oki Maulana
Mata pena mata hati Raja Ali Haji;2009;13+; Drama;95 min;;;Gunawan Paggaru;Teja Alhabd;Henidar Amroe;Andi Anhar Chalid;Alex Komang
Prospective Mother to Son;2012;13+; Drama            ;60 min;;;Stefan William;Temmy Rahadi;Della Puspita;Rini Yulianti;N/A
Suatu Hari di Tempat Pemancingan;2021;13+; Short, Comedy, Drama            ;19 min;;;Rifki Rifaldi;Teno Ali;Agus Lemu Radia;Aris Sunaryo;Sujad Samiaji
Knock Out Girl;2018;13+; Drama, Sport            ;45 min;;;Giorgino Abraham;Teno Ali;Windy Apsari;Pamela Bowie;N/A
Rintihan Kuntilanak Perawan;2010;13+; Horror            ;90 min;3,8;80;Yoyok Subagyo;Tera Patrick;Angel Lelga;Christian Nino;Andreano Philip
My Beloved Atjeh;2016;13+; Documentary, Short, Drama            ;24 min;;;Syaiful Halim;Teuku Reza Idria;Munawar;Teuku Abdul Razak;N/A
Lukisan Ratu Kidul;2019;17+; Horror            ;90 min;5,9;19;Ginanti Rona;Teuku Zacky;Ussy Sulistiawaty;Wafda Saifan Lubis;Annisa Aurelia
After Met You;2019;13+; Drama            ;107 min;6,3;112;Patrick Effendy;Thaleb Wahjudi;Ari Irham;Yoriko Angeline;Michelle Wanda
Lawang Sewu;2007;13+; Horror            ;112 min;5,1;439;Arie Azis;Thalita Latief;Marcell Darwin;Melvin Giovanie;Tsania Marwa
The Seen and Unseen;2017;13+; Drama            ;83 min;6,7;376;Kamila Andini;Thaly Titi Kasih;Ida Bagus Putu Radithya Mahijasena;Ayu Laksmi;Ketut Rina
Aroma of Heaven;2014;SU; Documentary            ;66 min;9,1;14;Budi Kurniawan;Thamar Beckx;Cornelis Gae;Surip Mawardi;Tuti Muchtar
The Sacred Riana: Beginning;2019;17+; Horror            ;111 min;4,6;126;Billy Christian;The Sacred Riana;Aura Kasih;Agatha Chelsea;Prabu Revolusi
The Sacred Riana 2: Bloody Mary;2022;13+; Drama, Horror            ;103 min;7,5;20;Billy Christian;The Sacred Riana;Brooklyn Alif Rea;Frisly Herlind;Sharon Sahertian
Penetralia Dance - Unity In Diversity;2018;13+; Short, Drama            ;6 min;;;William Sanjaya;Thia Agustin;Angel;David Awe;Nathania Edlin
Sebelah mata;2008;13+; Drama, Sport            ;116 min;;;Rudy Soedjarwo;Thya Ariestya;Abimana Aryasatya;Rina Hassim;Aimee Juliette
I Love You Masbro;2012;13+; Drama            ;97 min;4,6;12;Raymond Handaya;Thya Ariestya;Epy Kusnandar;Mayang Naomi;Joe Project P.
My Sassy Girl;2022;TV-14; Comedy, Drama, Romance            ;117 min;7,2;53;Fajar Bustomi;Tiara Andini;Jefri Nichol;Raja Giannuca;Petrus Mahendra
Dangdut is My Music;2016;SU; Documentary, Short, Drama            ;11 min;;;Adinda Assyfa Kamalia;Tiara Tahta;N/A;N/A;N/A
Please Me Love;2012;SU; Short, Drama            ;11 min;;;Sidi Saleh;Tiga Setia Gara;Emil Heradi;N/A;N/A
Afternoon: Wife from the Future;2017;SU; Drama, Romance            ;12 min;8,5;35;Yandy Laurens;Tika Bravani;Samuel Oluoko;Maria Nikolcheva;Dion Wiyoko
Proud Parent;2016;SU; Short, Drama            ;8 min;;;Ashram Shahrivar;Tika Bravani;Sri Hartini;Joko Suwandi;N/A
Red CobeX;2010;SU; Comedy            ;105 min;5,7;32;Upi Avianto;Tika Panggabean;Indi Barends;Sellen Fernandez;Irvan Hakim
6,9 Detik;2019;SU; Biography, Drama, Sport            ;78 min;6,6;12;Lola Amaria;Tika Pramesti;Aries Susanti Rahayu;Ariyo Wahab;Kayla Ardianto
Queen Bee;2009;SU; Drama            ;107 min;4,8;26;Fajar Nugros;Tika Putri;Mathias Muchus;Oka Antara;Reza Rahadian
Leher Angsa;2013;SU; Family            ;116 min;;;Ari Sihasale;Tike Priatnakusumah;Ringgo Agus Rahman;Lukman Sardi;Alexandra Gottardo
Headshot;2016;21+; Action, Drama, Thriller            ;118 min;6,3;15,026;Kimo Stamboel;Timo Tjahjanto;Iko Uwais;Chelsea Islan;Sunny Pang
Killers;2014;13+; Action, Crime, Drama            ;137 min;6,4;5,118;Kimo Stamboel;Timo Tjahjanto;Kazuki Kitamura;Oka Antara;Rin Takanashi
Macabre;2009;D; Drama, Horror, Thriller            ;95 min;6,4;3,427;Kimo Stamboel;Timo Tjahjanto;Shareefa Daanish;Julie Estelle;Ario Bayu
Dara;2007;17+; Short, Comedy, Horror            ;22 min;7,2;174;Kimo Stamboel;Timo Tjahjanto;Shareefa Daanish;Ruly Lubis;Mike Lucock
Lari dari Blora;2007;13+; Drama            ;113 min;5,6;9;Akhlis Suryapati;Tina Astari;Fadli Fuad;Iswar Kelana;Octav Kriwil
Insya Allah Ada Jalan;2012;13+; Drama            ;60 min;6,3;6;Hadad Alwi;Tina Astari;Fitri Ayu;Jian Batari;N/A
