Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Teluh Darah;2022;13+; Horror            ;134;8,6;80;Kimo Stamboel;Deva Mahenra;Lukman Sardi;Justin Adiwinata;Mikha Tambayong
Keluarga Tak Kasat Mata;2017;13+; Horror            ;110;2,9;139;Hedy Suryawan;Deva Mahenra;Miller Khan;Ganindra Bimo;Wizzy Williana
My Nerd Girl;2022;R13+; Drama            ;44;6,7;83;Kuntz Agus;Devano Danendra;Ashira Zamita;Jenny Zhang;Adyla Rafa Naura Ayu
Teluk Alaska;2021;13+; Drama, Romance            ;16;7,8;571;Adhe Dharmastriya;Devano Danendra;Taha Tolu;Fadi Alaydrus;Syifa Hadju
My First;2022;13+; Comedy, Romance            ;120;6,2;389;Azhar Kinoi Lubis;Devina Aureel;Zsazsa Utari;Jourdy Pranata;Febby Rastanty
Saat;2022;13+; Short, Drama            ;9;7,3;207;Ungke Kaumbur;Devina Mulyawati;Dede Setiawan;Yuni Yumaris;
Tiren: Mati Kemaren;2008;13+; Horror            ;90;3,7;25;Emil G. Hampp;Dewi Perssik;Baron Hermanto;Sarah Azhari;Deriell Jaqueline
Arwah Tumbal Nyai the Trilogy: Part Tumbal;2020;17+; Horror            ;87;5,5;23;Arie Azis;Dewi Perssik;Evan Sanders;Yama Carlos;Zaskia Gotik
Paku Kuntilanak;2009;13+; Horror            ;76;4,7;40;Findo Purwono;Dewi Perssik;Heather Storm;Keith Foo;Kiwil
Tiran: Mati di Ranjang;2010;13+; Horror            ;77;4,4;27;Arie Azis;Dewi Perssik;Indra L. Bruggman;Ayu Dewi;Eva Asmarani
Tali Pocong Perawan;2008;SU; Horror            ;105;3,5;72;Arie Azis;Dewi Perssik;Ramon Y. Tungka;Ibnu Jamil;Endhita
Arwah Kuntilanak Duyung;2011;21+; Comedy, Horror, Mystery            ;77;2,7;43;Yoyok Subagyo;Dewi Perssik;Saipul Jamil;Pretty Asmara;Entis Sutisna
Setan Budeg;2009;13+; Comedy, Horror            ;86;4,5;51;Findo Purwono;Dewi Perssik;Saipul Jamil;Uli Auliani;Kiwil
Air Mata Surga;2015;13+; Drama            ;119;6,7;10;Hestu Saputra;Dewi Sandra;Richard Kevin;Morgan Oey;Adhitya Putri
Semata Janji Bisu;2020;13+; Short, Drama            ;9;1,9;15;Muhammad Aditya Saputra;Dewita Maharani;Muhammad Aditya Saputra;;
Pocong Ngesot;2011;17+; Comedy, Horror            ;79;2,5;20;Nayato Fio Nuala;Dhana Gadree;Azis Gagap;Venilia Agi K.;Leylarey Lesesne
Hantu;2007;13+; Horror            ;95;5,8;49;Adrianto Sinaga;Dhea Ananda;Dwi Andhika;Oka Antara;Andhika Gumilang
Hantu Puncak Datang Bulan;2010;13+; Comedy, Horror            ;71;4,2;36;Steady Rimba;Dian Aditya;Lia Ladysta;Tesa Mariska;Rizky Mocil
Dendam Pocong Mupeng;2010;13+; Horror            ;71;4,2;10;Steady Rimba;Dian Aditya;Lia Ladysta;Tesa Mariska;Rizky Mocil
The Legend of Trio Macan;2013;13+; Action, Comedy            ;80;2;13;Billy Christian;Dian Aditya;Neni Angraini;Sam Brodie;Rully Fiss
Darah Janda Kolong Wewe;2009;13+; Horror            ;90;3;17;Mamahit Luigi Donie;Dian Aditya;Shiddiq Kamidi;Lia Ladysta;Iva Novanda
Kartini: Princess of Java;2017;TV-G; Biography, Drama, Family            ;122;7,6;556;Hanung Bramantyo;Dian Sastrowardoyo;Ayushita;Acha Septriasa;Deddy Sutomo
Drupadi;2008;13+; Short, Drama, Fantasy            ;45;6,5;60;Riri Riza;Dian Sastrowardoyo;Nicholas Saputra;Donny Alamsyah;Ario Bayu
Aruna & Her Palate;2018;TV-MA; Drama, Romance            ;106;7,2;790;Edwin;Dian Sastrowardoyo;Nicholas Saputra;Hannah Al Rashid;Oka Antara
What's Up with Cinta?;2002;TV-14; Drama, Romance            ;112;7,7;2890;Rudy Soedjarwo;Dian Sastrowardoyo;Nicholas Saputra;Ladya Cheryl;Titi Kamal
Purple and Violet;2005;13+; Drama, Romance            ;115;6,2;121;Rako Prijanto;Dian Sastrowardoyo;Rizky Hanggono;Rima Melati;Syarifa Zifa
Ekspedisi Komedi;2013;13+; Comedy            ;48;7,9;94;Dallas Pratama;Dian Sidik;;;
Udjang;2019;13+; Short, Drama            ;7;6,2;67;Muhammad Fauzi Azhar;Diandra Ihsan;Adinda Zahra Kusuma;Zahran Rakkan;Samuel Sambera
Sampai Ujung Dunia;2012;13+; Drama            ;93;7,9;40;Monty Tiwa;Diaz Ardiawan;Chintami Atmanegara;Deddy Mahendra Desta;Iwa K.
Bangkitnya Mayit: The Dark Soul;2019;13+; Horror            ;86;6,1;19;Cindya Ayu;Dicky Chandra;Jennifer Rachel Natasya;T. Rifnu Wikana;
Sule, Ay Need You;2012;SU; Comedy            ;98;7;65;Cuk Fk;Dicky Chandra;Shita Destya;Irene Justine;Titi Kamal
The Eyeless Beggar;2015;13+; Short, Drama, Mystery            ;10;9,6;34;Jeiji Joned;Didet Joned;Yanti Joned;Badrian Noviansyah;Adrian Oktomayora Tambunan
Bebek Belur;2010;13+; Comedy            ;108;4,9;19;Adrianto Sinaga;Didi Petet;Deddy Mizwar;Slamet Rahardjo;Torro Margens
Preman Pensiun;2016;TV-14; Comedy, Drama            ;83;8,6;31;Epy Kusnandar;Didi Petet;Mat Drajat;Tia Arifin;
Laut Memanggilku (The Sea Calls for Me);2021;13+; Short, Drama            ;17;8,4;8;Tumpal Tampubolon;Dikky Takiyudin;Muhammad Umar;;
WachtenStaad;2014;13+; Animation, Short, Adventure            ;15;5,5;9;Fajar Ramayel;Dilla Karlisya;Stacia Pyrena;Ayie Alhabsyie;Matto
Jejak Darah;2010;13+; Horror            ;94;6,7;10;Nur Hidayat;Dimas Aditya;Ayu Diana;Thalita Latief;Mentari
Bid'ah Cinta;2017;13+; Drama            ;93;2,2;14;Nurman Hakim;Dimas Aditya;Ayushita;Ibnu Jamil;Fuad Idris
Dear Love;2016;13+; Drama, Romance            ;105;6,6;18;Dedy Syah;Dimas Aditya;Billy Davidson;Mentari De Marelle;Eza Giunino
Mupeng;2008;13+; Comedy            ;83;4;15;Awi Suryadi;Dimas Aditya;Mario Maulana;Rizky Mocil;Mike Lucock
Kawin Kontrak;2008;D; Comedy            ;105;4,9;50;Ody C. Harahap;Dimas Aditya;Mieke Amalia;Masayu Anastasia;Wiwid Gunawan
What Lies Within;2018;TV-14; Drama, Romance            ;108;7,2;102;Rudi Aryanto;Dimas Anggara;Amanda Rawles;Maxime Bouttier;Slamet Rahardjo
Notebook;2021;R13+; Drama            ;82;7;34;Karsono Hadi;Dimas Anggara;Amanda Rawles;Tanta Ginting;Kiki Narendra
Dancing in the Rain;2018;13+; Adventure, Family, Fantasy            ;101;8,1;87;Rudi Aryanto;Dimas Anggara;Bunga Zainal;Deva Mahenra;Christine Hakim
Kembang perawan;2009;13+; Comedy            ;90;1,8;74;Joko Nugroho;Dimas Anggara;Kris Anjar;Ryana Dea;Adly Fayruz
Demi Waktu;2020;13+; Biography, Drama            ;83;8,2;61;Faozan Rizal;Dimas Anggara;Mathias Muchus;Ratna Riantiarno;
Wedding Proposal;2021;TV-14; Comedy, Drama, Romance            ;102;7;48;Emil Heradi;Dimas Anggara;Sheryl Sheinafia;Arya Saloka;Josephine Firmstone
Crazy, Stupid, Love;2022;13+; Comedy, Drama, Romance            ;107;5,9;60;Ainun Ridho;Dimas Anggara;Susan Sameh;Chicco Kurniawan;Tania Ayu Siregar
Lentera Merah;2006;13+; Drama, Horror            ;100;6,1;73;Hanung Bramantyo;Dimas Beck;Laudya Cynthia Bella;Muhammad Dimas Fadli Djamhuri;Firrina
Solemnly/Elegy;2011;13+; Short, Drama, Romance            ;38;2,3;51;Andi Lim;Dimas Hary Carpijanto;Matt Johnson;Tata Liem;Mike Lucock
Dancing Colors;2022;13+; Short, Drama            ;15;3,7;29;M. Reza Fahriyansyah;Dimas Juju;Brilliana Arfira;Eko Budi Antara;Miko Cakcoy
EL: The Movie;2018;13+; Drama, Romance            ;88;6,9;8;Findo Purwono;Dimaz Andrean;Meriam Bellina;Brigitta Cynthia;Adam Farrel
Rayuan Arwah Penasaran;2010;13+; Horror            ;90;4,5;15;Ferry Ipey Assad;Dimaz Andrean;Rahma Azhari;Artis Jepang;Putri Patricia
Silent Kill;2022;13+; Short, Thriller            ;17;8,8;42;Rama DeRanau;Dinda B'tari;Jezline Da Costa;Ivan Permana;Azriel Satria
Cinta Subuh;2022;R13+; Drama, Romance            ;112;8,3;69;Indra Gunawan;Dinda Hauw;Roger Danuarta;Rey Mbayang;Dimas Seto
Dad, Why Am I Different?;2011;TV-PG; Drama            ;99;6,5;33;Findo Purwono;Dinda Hauw;Surya Saputra;Kiki Azhari;Fendy Chow
Tuyul: Part 1;2015;D; Horror            ;95;5,3;113;Billy Christian;Dinda Kanyadewi;Gandhi Fernando;Citra Prima;Ingrid Widjanarko
Beranak dalam Kubur;2007;13+; Horror            ;90;3,3;33;Freddy Lingga;Dinda Kanyadewi;Revand T. Narya;Julia Perez;Adhitya Putri
Love fate that i chose;2021;13+; Drama            ;69;3,7;41;Eddy Prasetya;Dinda Kirana;Randy Pangalila;Alisia Rininta;Jonathan Frizzy
Selimut Kabut Rongkong;2022;R13+; Drama            ;107;5,7;50;Indra J. Mae;Dinda Tarisa;A. Agung Iskandar;Wasri Yanti Pasande;Analisa Moita
Bisikan Arwah Mantan;2021;13+; Comedy, Horror            ;42;5,2;59;Hanny Mustofa;Dino Barton;Frengky Ardian Batubara;Varissa Camelia;Natisya Fauzia
Terbang: Menembus Langit;2018;13+; Biography, Drama            ;111;7,2;68;Fajar Nugros;Dion Wiyoko;Laura Basuki;Baim Wong;Kin Wah Chew
Winter in Tokyo;2016;13+; Romance            ;103;7;31;Fajar Bustomi;Dion Wiyoko;Pamela Bowie;Morgan Oey;Kimberly Ryder
Twisted;2020;13+; Comedy, Horror, Thriller            ;38;8,2;8;Adink Liwutang;Dion Wiyoko;Verdi Solaiman;Adink Liwutang;T. Rifnu Wikana
A Dinner with Astronaut;2016;13+; Short, Comedy            ;6;3,2;7;Rein Maychaelson;Dipta Diwangkara;Erik Marcel;;
Errorist of Seasons;2017;13+; Short, Comedy, Drama            ;27;3,9;6;Rein Maychaelson;Dipta Diwangkara;Lukas Prayogi Octavianus;Dana Wardhana;
Udin Telekomsel;2015;13+; Short, Comedy            ;16;8,8;5;Rein Maychaelson;Dipta Diwangkara;Makbul Mubarak;Rizky M. Pramonanda;
KNK: Santa Claus Dari Jakarta?;2021;13+; Comedy, Drama            ;109;1,8;18;Jay Sukmo;Dirly Idol;Deven Christiandi;Aurélie Moeremans;Unang Bagito
Malam Malam;2019;R; Comedy, Talk-Show            ;60;1,4;31;Rifqi Arsalan;Dita Fakrana;Surya Insomnia;Tora Sudiro;
Kabayan Milenial;2022;13+; Comedy            ;35;6,3;44;Yogi Werner;Divana;Dicky Chandra;Keri Lestari;
Anak-anak Borobudur;2007;13+; Drama            ;112;2,1;57;Arswendo Atmowiloto;Djenar Maesa Ayu;Alexandra Gottardo;Christine Hakim;Butet Kertaradjasa
Death Knot;2021;13+; Horror            ;103;6,2;70;Cornelio Sunny;Djenar Maesa Ayu;Morgan Oey;Widika Sidmore;Cornelio Sunny
Komedi Moderen Gokil;2015;13+; Comedy            ;95;5,2;16;Cuk Fk;Dodit Mulyanto;Boris Bokir;Indro Warkop;Kartika Putri
Tiamat 2020;2020;13+; Short, Sci-Fi            ;15;8,2;28;Dom Dharmo;Dom Dharmo;Reuben Elishama;Randy Nidji;
Karma;2008;13+; Thriller            ;90;7,1;40;Allan Lunardi;Dominique Agisca Diyose;Joe Taslim;Verdi Solaiman;Jenny Chang
Di antara masa lalu dan masa sekarang;2001;13+; Short            ;12;2;27;Eddie Cahyono;Doni Kuss Indarto;Muhammad Fendy Riyadi;;
Kehormatan di Balik Kerudung;2011;13+; Drama            ;105;6,2;14;Tya Subiakto Satrio;Donita;Andhika Pratama;Ussy Sulistiawaty;
My Last Love;2012;13+; Drama            ;88;6;20;Nayato Fio Nuala;Donita;Caroline Elodie;Rozie Mahally;Jordi Onsu
Benci jadi cinta;2006;13+; Drama            ;83;6,7;29;Encep Masduki;Donita;Hj. Endang;Jonathan Frizzy;Rezky Aditya
Pupus;2011;13+; Drama, Romance            ;99;6,8;38;Rizal Mantovani;Donita;Marcel Chandrawinata;Ichsan Akbar;Kaditha Ayu
Isyarat;2013;13+; Drama            ;80;8,6;56;Adhyatmika;Donny Alamsyah;Asmirandah;Reza Rahadian;Monty Tiwa
Behind 98;2015;13+; Drama, History, Thriller            ;106;6,7;74;Lukman Sardi;Donny Alamsyah;Bima Azriel;Fauzi Baadila;Agus Cholid
Negeri 5 Menara;2012;SU; Adventure, Drama, Family            ;114;7,1;215;Affandi Abdul Rachman;Donny Alamsyah;D. Syamrizal Ardiwinata;Ence Bagus;David Chalik
Stepping on the Flying Grass;2012;13+; Drama            ;75;7,1;32;Eugene Panji;Donny Alamsyah;Dewi Wulandari Cahyaningr;Rizqullah Maulana Daffa;Iqbal Zuhda Irsyad
Pinky Promise;2016;13+; Comedy, Drama            ;104;7,8;8;Guntur Soeharjanto;Donny Alamsyah;Dhea Ananda;Alexandra Gottardo;Chelsea Islan
Dead Time;2007;13+; Crime, Fantasy, Thriller            ;102;7;1043;Joko Anwar;Donny Alamsyah;Fachry Albar;Ario Bayu;Fahrani
The Nine Dragons;2006;17+; Crime, Drama            ;104;6,6;128;Rudy Soedjarwo;Donny Alamsyah;Fauzi Baadila;Dorman Borisman;Ajeng Sardi
Kisah 3 Titik;2013;13+; Drama            ;104;5,3;8;Bobby Prabowo;Donny Alamsyah;Hafez Ali;Lola Amaria;Ence Bagus
Cinta di Saku Celana;2012;13+; Comedy, Drama            ;75;6,7;46;Fajar Nugros;Donny Alamsyah;Joanna Alexandra;Agus Kuncoro;Dion Wiyoko
Sunday Morning in Victoria Park;2010;13+; Drama            ;90;7,7;78;Lola Amaria;Donny Alamsyah;Lola Amaria;Titi Rajo Bintang;Donny Damara
Red and White;2009;13+; Action, Drama, War            ;108;6,1;349;Yadi Sugandi;Donny Alamsyah;Rahayu Saraswati;Lukman Sardi;Joe Sims
Tealight;2018;13+; Drama, Mystery, Romance            ;83;9;182;Gemadipada;Donny Alamsyah;Ricky Harun;Raisa;Sheryl Sheinafia
Skakmat;2015;13+; Action, Comedy            ;100;6,8;16;Ody C. Harahap;Donny Alamsyah;Tanta Ginting;Hannah Al Rashid;Cecep Arif Rahman
Iseng;2016;D; Drama            ;100;7,4;37;Adrian Tang;Donny Alamsyah;Viola Arsa;Ayushita;Fauzi Baadila
Terowongan Casablanca;2007;13+; Horror            ;90;3,8;49;Nanang Istiabudi;Donny Arifin;Ki Joko Bodo;Nino Fernandez;Jupiter Fortissimo
Guru Ngaji;2018;13+; Drama            ;103;9,8;246;Erwin Arnada;Donny Damara;Andania Suri;Dewi Irawan;Akinza Chevalier
Lovely Man;2011;18+; Drama            ;76;7,6;443;Teddy Soeriaatmadja;Donny Damara;Raihaanun Soeriaatmadja;Yayu A.W. Unru;Ari Syarif
Naluri Hati;2021;13+; Drama            ;70;6,7;230;Shanice Margaretha;Donny Michael;Natalie Zenn;Samuel Zylgwyn;
The Longer, the Better;2021;13+; Comedy            ;91;6,8;17;A. Rachman;Dono Warkop;Kasino Warkop;Indro Warkop;Meriam Bellina
Ketika;2004;13+; Comedy            ;113;2,4;14;Deddy Mizwar;Dorman Borisman;Lucky Hakim;Johan Jeihan;Lydia Kandou
Cinta Amara;2022;13+; Drama            ;40;6,7;12; Findo Purwono H.W.;Dude Harlino;Raya Kitty;Alyssa Soebandono;Ciara Nadine Brosnan
Dear Imamku;2021;13+; Drama, Romance            ;105;7,3;10;Dian Sasmita Faisal;Dul Jaelani;Tissa Biani Azzahra;Deivy Nasution;Aida Nurmala
Film Horor;2007;13+; Comedy, Horror            ;115;5,3;41;Toto Hoedi;Dwi A.P.;Ferdinal Arnaz;Maria Eva;Andhika Gumilang
Lembur;2014;13+; Horror            ;90;9,5;77;Hanny Mustofa;Dwi Andhika;Cinta Dewi;Jenita Janet;John Pantau Martin
Diaries of Letters to God;2011;TV-PG; Biography, Drama, History            ;105;6,1;114;Harris Nizam;Dwi Andhika;Egi John Foreisythe;Dinda Hauw;Alex Komang
Blueprint: Making of Mencuri Raden Saleh;2022;13+; Documentary            ;52;8,2;6;Bobby Zarkasih;Dwi Sasono;Angga Dwimas Sasongko;Iqbaal Dhiafakhri Ramadhan;Aghniny Haque
Capres: Calo Presiden;2009;13+; Comedy, Drama            ;90;5,5;9;Toto Hoedi;Dwi Sasono;Happy Salma;Cathrine Wilson;Denny Chandra
Anoksia;2022;17+; Drama            ;61;3,6;25;Indra Gunawan;Dwi Sasono;Prisia Nasution;;
Rumah Kaliurang;2022;15; Thriller            ;64;7,8;41;Dondy Adrian;Dwi Sasono;Wafda Saifan Lubis;Khiva Iskak;Erika Carlina
Muhammad Hafiz: Comeback;2019;SU; Short, Music            ;6;4,2;57;Muhammad Hafiz;Dzakwan Dzulfikar;Muhammad Hafiz;Muhammad Defly Putra;
Indonesia Kirana;2016;SU; Documentary            ;90;9,4;73;Febian Nurrahman Saktinegara;Dzulfiqar Abduljabbar;Ahira Amarillis;Larasati Dewi Harsono;Wafda Shalannandia
Plastic Blastic;2018;SU; Documentary            ;71;3,6;81;Zidny Nafian;Edi Bonetski;;;
Street Society;2014;13+; Action            ;97;6,6;90;Awi Suryadi;Edward Akbar;Marcel Chandrawinata;Edward Gunawan;Wulan Guritno
Payung Merah;2010;SU; Short, Drama, Family            ;10;7,3;21;Andri Cung;Edward Gunawan;Rio Dewanto;Atiqah Hasiholan;Zubir Mustaqim
Reformasi Luar Angkasa;2010;SU; Animation, Short, Comedy            ;6;5,4;32;Edwin Soedarmadji;Edwin Soedarmadji;;;
Malik and Elsa;2020;TV-14; Drama, Romance            ;88;5,4;43;Eddy Prasetya;Edy Mandala;Endy Arfian;Salshabilla Adriani;Joshua Pandelaki
Silent Hero(Es);2015;13+; Drama            ;83;1,7;57;Agustinus Candra;Eg Deniastan;Romo Suhud Budi;Budiman;Cindy Guinata
Cinta remaja;2007;13+; Drama            ;60;3,8;71;Laudya Cynthia Bella;Egi John Foreisythe;Framlee L. Men;Alexandra Gottardo;
Amazing Love;2021;13+; Drama            ;105;5,8;85;Hendra Martono;Egy Fedly;Irsyadillah;Roy Marten;Hendra Martono
Kalis;2020;13+; Drama            ;20;2,1;99;Tio Pakusadewo;Egy Fedly;Nagra Kautsar Pakusadewo;Avan Sanjaya;
Psikopat;2005;13+; Horror            ;87;5,3;113;Rudi Aryanto;Egy Fedly;Sigit Hardadi;Secha Lauretta;Alice Norin
Skull;2018;TV-MA; Action, Mystery, Sci-Fi            ;107;6,2;128;Yusron Fuadi;Eka Nusa Pertiwi;Guh S Mana;Yusron Fuadi;Rukman Rosadi
The Blindfold;2012;13+; Drama            ;90;6,3;48;Garin Nugroho;Eka Nusa Pertiwi;Jajang C. Noer;M. Dinu Imansyah;Taslim Idrus
Ghulam;2021;13+; Short, Comedy            ;17;9;71;Nashiru Setiawan;Eka Wahyu Primadani;Muhammad Fadhil Wafy;;
Adit Sopo Jarwo: The Movie;2021;TV-PG; Animation, Comedy, Drama            ;82;7,2;94;Hanung Bramantyo;Eki N.F.;Muzakki Ramdhan;Musripah;Hanung Bramantyo
Life as It Comes;2014;13+; Documentary            ;83;6,6;71;Djonny Chen;Eko Andrianto;Michael Antony;Arsya Billa;Irfan Fauzi
Princess, Bajak Laut & Alien;2014;13+; Family            ;104;5,4;49;Upi Avianto;Eko Kristianto;Rizal Mantovani;Alfani Wiryawan;Risjad Aden
Mentari Dari Kurau;2014;13+; Drama            ;99;1,2;27;Revo Rurut;Eksanti;Nanda Mentari;Sonita Novrianti;Johan Morgan Purba
Bura;2019;13+; Short            ;12;5,8;5;Eden Junjung;Elang El Gibran;Ersya Ruswandono;;
Social Fake;2021;13+; Drama            ;14;1,2;48;Ferdy Bontot;Elina Joerg;Dewi Amanda;Matt Williams;Zikri Daulay
Garis Bawah;2012;13+; Short, Drama            ;12;7,9;92;Ray Farandy Pakpahan;Ella Gayo;Ayez Kassar;Parto;Mas Pay
Biang;2015;13+; Short, Drama, Thriller            ;10;3,8;136;Harvan Agustriansyah;Ella Gayo;David Saragih;;
Dilarang Menyanyi di Kamar Mandi;2019;17+; Comedy, Drama            ;76;7,2;179;John de Rantau;Elvira Devinamira;Mathias Muchus;David John Schaap;Yayu A.W. Unru
Women's Honai for Peace;2018;13+; Documentary, Short            ;20;3,2;223;Ema Zonggonau;Ema Zonggonau;Monika Zonggonau;;
Garuda di Dadaku;2009;TV-G; Drama, Sport            ;97;6,7;267;Ifa Isfansyah;Emir Mahira;Aldo Tansani;Marsha Aruan;Ikranagara
Garuda di Dadaku 2;2011;TV-PG; Drama, Sport            ;100;6,4;125;Rudy Soedjarwo;Emir Mahira;Aldo Tansani;Maudy Koesnaedi;Ramzi
The House Without a Window;2011;TV-G; Drama, Family, Fantasy            ;100;7,2;70;Aditya Gumay;Emir Mahira;Dwi Tasya;Raffi Ahmad;Ingrid Widjanarko
Melodi;2010;13+; Drama, Musical            ;95;6,9;10;Harry Suharyadi;Emir Mahira;Nadya Amanda;Djenar Maesa Ayu;Andre Hehanusa
Kalian Pantas Mati;2022;13+; Horror            ;106;7,4;46;Ginanti Rona;Emir Mahira;Zee JKT48;Andrew Barret;Farandika
My Blackberry Girlfriend;2011;13+; Comedy, Drama            ;83;3,6;29;Findo Purwono;Emmanuel Akwafo;Hardi Fadhillah;Keith Foo;Luna Maya
Setannya Kok Beneran?;2008;13+; Comedy            ;90;4,7;26;Muchyar Syamas;Ence Bagus;Indra Birowo;Dimas Fadli;Jill Gladys
Soleram;2011;13+; Short            ;15;4,1;27;Tumpal Tampubolon;Ence Bagus;Lilis Ireng;;
The Jawara;2016;13+; Documentary, Short, Action            ;14;9,5;28;Terrizqo Arief Sutansyah;Endeng Hartana;;;
Bangsal 13;2004;13+; Horror            ;94;6,6;29;Ody C. Harahap;Endhita;Luna Maya;Andhika;Lia Chandra
Belahan Jiwa;2005;13+; Thriller            ;91;6,5;65;Sekar Ayu Asmara;Endhita;Ria Irawan;Indah Kalalo;Surya Saputra
Dawai 2 Asmara;2010;13+; Comedy, Drama, Musical            ;113;7,2;18;Asep Kusdinar;Endri Pelita;Delon;Emily Graham;Rhoma Irama
The Perfect House;2011;13+; Thriller            ;96;6,6;20;Affandi Abdul Rachman;Endy Arfian;Bella Esperance;Mike Lucock;Wanda Nizar
Color of My Life;2017;13+; Short, Drama, Romance            ;8;8,4;23;Gritte Agatha;Endy Arfian;Chantiq Schagerl;;
Brandal-Brandal Ciliwung;2012;13+; Drama            ;105;7,6;27;Guntur Soeharjanto;Endy Arfian;Gritte Agatha;Aldy Rialdy;Julian Liberty
Para Pemburu Gajah;2014;SU; Adventure, Family            ;75;2,6;17;Hermawan Rianto;Endy Arfian;Yama Carlos;Julian Kunto;Keisha Ratuliu
Hong Kong Runaway;2018;13+; Adventure, Comedy            ;96;8,2;8;Eric Satyo;Entis Sutisna;Pamela Bowie;Rizky Febian;Selvi Kitty
Sule Detektif Tokek;2013;13+; Comedy            ;75;5,3;30;Reka Wijaya;Entis Sutisna;Uli Auliani;Rizky Febian;Pierre Gruno
7-24;2022;R13+; Drama            ;82;6,4;14;Dyan Sunu Prastowo;Enzy Storia;Rio Dewanto;Farish Nahdi;Angie Ang
Be Careful at Night;2001;13+; Short, Comedy, Crime            ;6;5,1;8;Veit Helmer;Epy Kusnandar;Maria Gorethi Megarita;;
Teater Tanpa Kata: Sena Didi Mime;2016;13+; Documentary, Short, Biography            ;13;4,1;80;Getar Jagatraya;Epy Kusnandar;Sardono W. Kusumo;Mathias Muchus;Rama Sastra Negara
Preman Pensiun;2019;TV-14; Comedy, Crime, Drama            ;94;6,7;153;Aris Nugraha;Epy Kusnandar;Tia Arifin;Soraya Rasyid;Dedi Moch Jamasari
Arwah Goyang Karawang;2011;13+; Comedy, Horror            ;90;3,3;44;Helfi C.H. Kardit;Erlando;Ajeng Kraton;Julia Perez;Dewi Perssik
Nol Rupiah;2013;13+; Short, Drama            ;32;8,1;510;Chairun Nissa;Erly Ashy;Verdi Solaiman;;
Comic 8;2014;17+; Action, Comedy, Crime            ;106;6,8;977;Anggy Umbara;Ernest Prakasa;Kemal Palevi;Arie Kriting;Fico Fachriza
Check Store Next Door;2016;TV-PG; Comedy, Drama, Family            ;104;7,9;1868;Ernest Prakasa;Ernest Prakasa;Kin Wah Chew;Gisella Anastasia;Dion Wiyoko
Ngenest;2015;13+; Comedy            ;95;6,9;547;Ernest Prakasa;Ernest Prakasa;Lala Karmela;Morgan Oey;Kevin Anggara
Cek Toko Sebelah 2;2022;13+; Comedy, Drama, Family            ;98;5,5;358;Ernest Prakasa;Ernest Prakasa;Laura Basuki;Kin Wah Chew;Dion Wiyoko
Stip & Pensil;2017;TV-14; Comedy            ;98;6,4;170;Ardy Octaviand;Ernest Prakasa;Tatjana Saphira;Indah Permatasari;Ardit Erwandha
Suka Duka Berduka;2022;18+; Comedy, Drama            ;44;9;43;Nia Dinata;Ersa Mayori;Luna Maya;Tora Sudiro;Jihane Almira
Mist of the Past;2018;13+; Short, Drama            ;14;3,3;67;Christian Banisrael;Erythrina Baskoro;Raditya Evandra;;
Untung Ada Srimulat;2022;13+; Drama            ;41;4,5;91;Mentari De Marelle;Esa Septian Pramudha Sigit;Fajar Gomez;Yuni;
Alpha Project: Arwah Penasaran;2015;13+; Horror            ;83;6,5;115;Deddy Raksawardana;Essa Adzani;Kris Firdaus;Ahmad Guestar;
